選手番号,個人情報url,選手名,選手名読み,所属球団,背番号,ポジション,出身地,生年月日,身長,体重,血液型,投打,ドラフト年,ドラフト順位,経歴,出身高校,所属チーム,birthday,主な獲得タイトル
1900129,https://baseball.yahoo.co.jp/npb/player/1900129/top,バーヘイゲン,バーヘイゲン,北海道日本ハムファイターズ,45,投手,アメリカ,1990年10月22日,198cm,104kg,不明,右投げ右打ち,--,--,ヴァンダービルト大－タイガース－日本ハム－カージナルス－日本ハム,ヴァンダービルト大,日本ハム,1990-10-22,
2050199,https://baseball.yahoo.co.jp/npb/player/2050199/top,畔柳 亨丞,クロヤナギ キョウスケ,北海道日本ハムファイターズ,46,投手,愛知,2003年5月3日,178cm,85kg,B,右投げ右打ち,2021年,5位,中京大中京高（甲）－日本ハム,中京大中京高,日本ハム,2003-5-3,
1800068,https://baseball.yahoo.co.jp/npb/player/1800068/top,齋藤 友貴哉,サイトウ ユキヤ,北海道日本ハムファイターズ,48,投手,山形,1995年1月5日,184cm,92kg,O,右投げ左打ち,2018年,4位,山形中央高－桐蔭横浜大－Honda－阪神－日本ハム,山形中央高,日本ハム,1995-1-5,
1400120,https://baseball.yahoo.co.jp/npb/player/1400120/top,石川 直也,イシカワ ナオヤ,北海道日本ハムファイターズ,51,投手,山形,1996年7月11日,192cm,93kg,A,右投げ右打ち,2014年,4位,山形中央高（甲）－日本ハム,山形中央高,日本ハム,1996-7-11,
1600093,https://baseball.yahoo.co.jp/npb/player/1600093/top,池田 隆英,イケダ タカヒデ,北海道日本ハムファイターズ,52,投手,佐賀,1994年10月1日,181cm,86kg,B,右投げ右打ち,2016年,2位,創価高－創価大－楽天－日本ハム,創価高,日本ハム,1994-10-1,
2050261,https://baseball.yahoo.co.jp/npb/player/2050261/top,松浦 慶斗,マツウラ ケイト,北海道日本ハムファイターズ,55,投手,宮城,2003年7月1日,186cm,101kg,A,左投げ左打ち,2021年,7位,大阪桐蔭高（甲）－日本ハム,大阪桐蔭高,日本ハム,2003-7-1,
1750903,https://baseball.yahoo.co.jp/npb/player/1750903/top,北山 亘基,キタヤマ コウキ,北海道日本ハムファイターズ,57,投手,京都,1999年4月10日,182cm,82kg,A,右投げ右打ち,2021年,8位,京都成章高（甲）－京都産業大－日本ハム,京都成章高,日本ハム,1999-4-10,
2000083,https://baseball.yahoo.co.jp/npb/player/2000083/top,根本 悠楓,ネモト ハルカ,北海道日本ハムファイターズ,59,投手,北海道,2003年3月31日,173cm,77kg,O,左投げ左打ち,2020年,5位,苫小牧中央高－日本ハム,苫小牧中央高,日本ハム,2003-3-31,
2111202,https://baseball.yahoo.co.jp/npb/player/2111202/top,清水 大暉,シミズ ダイキ,北海道日本ハムファイターズ,62,投手,群馬,2006年7月17日,192cm,95kg,不明,右投げ右打ち,2024年,4位,前橋商高（甲）－日本ハム,前橋商高,日本ハム,2006-7-17,
2117678,https://baseball.yahoo.co.jp/npb/player/2117678/top,山城 航太郎,ヤマシロ コウタロウ,北海道日本ハムファイターズ,63,投手,福岡,2002年9月3日,183cm,84kg,A,右投げ右打ち,2024年,6位,福岡大大濠高－法政大－日本ハム,福岡大大濠高,日本ハム,2002-9-3,
1700106,https://baseball.yahoo.co.jp/npb/player/1700106/top,山本 拓実,ヤマモト タクミ,北海道日本ハムファイターズ,67,投手,兵庫,2000年1月31日,167cm,80kg,A,右投げ右打ち,2017年,6位,市西宮高－中日－日本ハム,市西宮高,日本ハム,2000-1-31,
2100027,https://baseball.yahoo.co.jp/npb/player/2100027/top,福島 蓮,フクシマ レン,北海道日本ハムファイターズ,94,投手,青森,2003年4月25日,190cm,76kg,A,右投げ右打ち,2021年,（育）1位,八戸西高（甲）－日本ハム,八戸西高,日本ハム,2003-4-25,
2103635,https://baseball.yahoo.co.jp/npb/player/2103635/top,柳川 大晟,ヤナガワ タイセイ,北海道日本ハムファイターズ,95,投手,大分,2003年8月21日,191cm,92kg,O,右投げ右打ち,2021年,（育）3位,九州国際大付高－日本ハム,九州国際大付高,日本ハム,2003-8-21,
2112195,https://baseball.yahoo.co.jp/npb/player/2112195/top,加藤 大和,カトウ ヤマト,北海道日本ハムファイターズ,113,投手,愛知,2006年1月12日,190cm,79kg,A,左投げ左打ち,2023年,（育）3位,帝京大可児高－日本ハム,帝京大可児高,日本ハム,2006-1-12,
2000085,https://baseball.yahoo.co.jp/npb/player/2000085/top,松本 遼大,マツモト リョウダイ,北海道日本ハムファイターズ,114,投手,岩手,2002年5月17日,188cm,96kg,A,右投げ右打ち,2020年,（育）1位,花巻東高－日本ハム,花巻東高,日本ハム,2002-5-17,
1800125,https://baseball.yahoo.co.jp/npb/player/1800125/top,清宮 虎多朗,セイミヤ コタロウ,北海道日本ハムファイターズ,115,投手,千葉,2000年5月26日,190cm,84kg,A,右投げ左打ち,2018年,（育）1位,八千代松陰高－楽天－日本ハム,八千代松陰高,日本ハム,2000-5-26,
2114254,https://baseball.yahoo.co.jp/npb/player/2114254/top,川勝 空人,カワカツ ソラト,北海道日本ハムファイターズ,121,投手,大阪,2007年2月11日,180cm,88kg,不明,右投げ右打ち,2024年,（育）1位,生光学園高－日本ハム,生光学園高,日本ハム,2007-2-11,
2117688,https://baseball.yahoo.co.jp/npb/player/2117688/top,澁谷 純希,シブヤ ジュンキ,北海道日本ハムファイターズ,122,投手,北海道,2006年11月25日,182cm,87kg,不明,左投げ左打ち,2024年,（育）2位,帯広農高－日本ハム,帯広農高,日本ハム,2006-11-25,
1451257,https://baseball.yahoo.co.jp/npb/player/1451257/top,中山 晶量,ナカヤマ テルカズ,北海道日本ハムファイターズ,126,投手,徳島,1999年2月8日,188cm,90kg,AB,右投げ右打ち,2022年,（育）2位,鳴門高（甲）－明治大－四国ILplus・徳島－日本ハム,鳴門高,日本ハム,1999-2-8,
2103746,https://baseball.yahoo.co.jp/npb/player/2103746/top,山本 晃大,ヤマモト コウダイ,北海道日本ハムファイターズ,128,投手,三重,1999年4月23日,186cm,90kg,B,左投げ左打ち,2022年,（育）4位,佐久長聖高－関西学院大－BCリーグ・信濃－日本ハム,佐久長聖高,日本ハム,1999-4-23,
2107882,https://baseball.yahoo.co.jp/npb/player/2107882/top,安西 叶翔,アンザイ カナト,北海道日本ハムファイターズ,154,投手,京都,2004年11月13日,186cm,92kg,A,右投げ右打ち,2022年,4位,常葉大菊川高－日本ハム,常葉大菊川高,日本ハム,2004-11-13,
2107958,https://baseball.yahoo.co.jp/npb/player/2107958/top,宮内 春輝,ミヤウチ ハルキ,北海道日本ハムファイターズ,162,投手,千葉,1996年5月25日,176cm,75kg,AB,右投げ右打ち,2022年,6位,多古高－明星大－日本製紙石巻－日本ハム,多古高,日本ハム,1996-5-25,
1700029,https://baseball.yahoo.co.jp/npb/player/1700029/top,北浦 竜次,キタウラ リュウジ,北海道日本ハムファイターズ,163,投手,栃木,2000年1月12日,184cm,99kg,AB,左投げ左打ち,2017年,5位,白鴎大足利高－日本ハム,白鴎大足利高,日本ハム,2000-1-12,
1900063,https://baseball.yahoo.co.jp/npb/player/1900063/top,松岡 洸希,マツオカ コウキ,北海道日本ハムファイターズ,168,投手,埼玉,2000年8月31日,180cm,85kg,A,右投げ右打ち,2019年,3位,桶川西高－BCリーグ・埼玉－西武－日本ハム,桶川西高,日本ハム,2000-8-31,
2106890,https://baseball.yahoo.co.jp/npb/player/2106890/top,孫 易磊,スン イーレイ,北海道日本ハムファイターズ,196,投手,台湾,2005年2月10日,183cm,81kg,不明,右投げ左打ち,--,--,中国文化大－日本ハム,中国文化大,日本ハム,2005-2-10,
1800008,https://baseball.yahoo.co.jp/npb/player/1800008/top,マルティネス,マルティネス,北海道日本ハムファイターズ,2,捕手,キューバ,1996年5月28日,190cm,95kg,不明,右投げ右打ち,--,--,コマンダンテ・マヌエル・ピティ・ファハルド体育大－キューバ・マタンサス－中日－日本ハム,コマンダンテ・マヌエル・ピティ・ファハルド体育大,日本ハム,1996-5-28,
1400118,https://baseball.yahoo.co.jp/npb/player/1400118/top,清水 優心,シミズ ユウシ,北海道日本ハムファイターズ,10,捕手,山口,1996年5月22日,185cm,91kg,A,右投げ右打ち,2014年,2位,九州国際大付高（甲）－日本ハム,九州国際大付高,日本ハム,1996-5-22,
1200100,https://baseball.yahoo.co.jp/npb/player/1200100/top,伏見 寅威,フシミ トライ,北海道日本ハムファイターズ,23,捕手,北海道,1990年5月12日,182cm,87kg,AB,右投げ右打ち,2012年,3位,東海大四高－東海大－オリックス－日本ハム,東海大四高,日本ハム,1990-5-12,
2000081,https://baseball.yahoo.co.jp/npb/player/2000081/top,古川 裕大,フルカワ ユウダイ,北海道日本ハムファイターズ,27,捕手,福岡,1998年6月19日,184cm,90kg,A,右投げ左打ち,2020年,3位,久留米商高－上武大－日本ハム,久留米商高,日本ハム,1998-6-19,
1900040,https://baseball.yahoo.co.jp/npb/player/1900040/top,郡司 裕也,グンジ ユウヤ,北海道日本ハムファイターズ,30,捕手,千葉,1997年12月27日,180cm,89kg,A,右投げ右打ち,2019年,4位,仙台育英高（甲）－慶応大－中日－日本ハム,仙台育英高,日本ハム,1997-12-27,
1950486,https://baseball.yahoo.co.jp/npb/player/1950486/top,進藤 勇也,シントウ ユウヤ,北海道日本ハムファイターズ,33,捕手,福岡,2002年3月10日,182cm,90kg,A,右投げ右打ち,2023年,2位,筑陽学園高（甲）－上武大－日本ハム,筑陽学園高,日本ハム,2002-3-10,
2107900,https://baseball.yahoo.co.jp/npb/player/2107900/top,吉田 賢吾,ヨシダ ケンゴ,北海道日本ハムファイターズ,60,捕手,神奈川,2001年1月18日,181cm,94kg,B,右投げ右打ち,2022年,6位,横浜商大高－桐蔭横浜大－ソフトバンク－日本ハム,横浜商大高,日本ハム,2001-1-18,
1800095,https://baseball.yahoo.co.jp/npb/player/1800095/top,田宮 裕涼,タミヤ ユア,北海道日本ハムファイターズ,64,捕手,千葉,2000年6月13日,175cm,79kg,A,右投げ左打ち,2018年,6位,成田高－日本ハム,成田高,日本ハム,2000-6-13,
1900075,https://baseball.yahoo.co.jp/npb/player/1900075/top,梅林 優貴,ウメバヤシ ユウキ,北海道日本ハムファイターズ,98,捕手,広島,1998年3月14日,171cm,81kg,A,右投げ右打ち,2019年,6位,高陽東高－広島文化学園大－日本ハム,高陽東高,日本ハム,1998-3-14,
1251037,https://baseball.yahoo.co.jp/npb/player/1251037/top,上川畑 大悟,カミカワバタ ダイゴ,北海道日本ハムファイターズ,4,内野手,岡山,1997年1月12日,167cm,71kg,A,右投げ左打ち,2021年,9位,倉敷商高（甲）－日本大－NTT東日本－日本ハム,倉敷商高,日本ハム,1997-1-12,
1800091,https://baseball.yahoo.co.jp/npb/player/1800091/top,野村 佑希,ノムラ ユウキ,北海道日本ハムファイターズ,5,内野手,アメリカ,2000年6月26日,187cm,97kg,O,右投げ右打ち,2018年,2位,花咲徳栄高（甲）－日本ハム,花咲徳栄高,日本ハム,2000-6-26,
900069,https://baseball.yahoo.co.jp/npb/player/900069/top,中島 卓也,ナカシマ タクヤ,北海道日本ハムファイターズ,9,内野手,福岡,1991年1月11日,178cm,75kg,A,右投げ左打ち,2008年,5位,福岡・福岡工高－日本ハム,福岡・福岡工高,日本ハム,1991-1-11,（盗）15（ベ）15
1700025,https://baseball.yahoo.co.jp/npb/player/1700025/top,清宮 幸太郎,キヨミヤ コウタロウ,北海道日本ハムファイターズ,21,内野手,東京,1999年5月25日,184cm,94kg,O,右投げ左打ち,2017年,1位,早稲田実高（甲）－日本ハム,早稲田実高,日本ハム,1999-5-25,
1600134,https://baseball.yahoo.co.jp/npb/player/1600134/top,石井 一成,イシイ カズナリ,北海道日本ハムファイターズ,38,内野手,栃木,1994年5月6日,182cm,85kg,O,右投げ左打ち,2016年,2位,作新学院高（甲）－早稲田大－日本ハム,作新学院高,日本ハム,1994-5-6,
2103603,https://baseball.yahoo.co.jp/npb/player/2103603/top,有薗 直輝,アリゾノ ナオキ,北海道日本ハムファイターズ,39,内野手,千葉,2003年5月21日,185cm,98kg,O,右投げ右打ち,2021年,2位,千葉学芸高－日本ハム,千葉学芸高,日本ハム,2003-5-21,
1851204,https://baseball.yahoo.co.jp/npb/player/1851204/top,水野 達稀,ミズノ タツキ,北海道日本ハムファイターズ,43,内野手,香川,2000年7月30日,171cm,75kg,B,右投げ左打ち,2021年,3位,丸亀城西高（甲）－JR四国－日本ハム,丸亀城西高,日本ハム,2000-7-30,
2103615,https://baseball.yahoo.co.jp/npb/player/2103615/top,阪口 樂,サカグチ ウタ,北海道日本ハムファイターズ,44,内野手,京都,2003年6月24日,187cm,96kg,B,右投げ左打ち,2021年,4位,岐阜第一高－日本ハム,岐阜第一高,日本ハム,2003-6-24,
1700047,https://baseball.yahoo.co.jp/npb/player/1700047/top,若林 晃弘,ワカバヤシ アキヒロ,北海道日本ハムファイターズ,49,内野手,東京,1993年8月26日,180cm,82kg,A,右投げ両打ち,2017年,6位,桐蔭学園高－法政大－JX-ENEOS－巨人－日本ハム,桐蔭学園高,日本ハム,1993-8-26,
2114529,https://baseball.yahoo.co.jp/npb/player/2114529/top,山縣 秀,ヤマガタ シュウ,北海道日本ハムファイターズ,54,内野手,東京,2002年5月1日,176cm,80kg,B,右投げ右打ち,2024年,5位,早大学院高－早稲田大－日本ハム,早大学院高,日本ハム,2002-5-1,
2000082,https://baseball.yahoo.co.jp/npb/player/2000082/top,細川 凌平,ホソカワ リョウヘイ,北海道日本ハムファイターズ,56,内野手,京都,2002年4月25日,174cm,76kg,A,右投げ左打ち,2020年,4位,智弁和歌山高（甲）－日本ハム,智弁和歌山高,日本ハム,2002-4-25,
1850932,https://baseball.yahoo.co.jp/npb/player/1850932/top,奈良間 大己,ナラマ タイキ,北海道日本ハムファイターズ,58,内野手,静岡,2000年5月8日,172cm,75kg,A,右投げ右打ち,2022年,5位,常葉大菊川高（甲）－立正大－日本ハム,常葉大菊川高,日本ハム,2000-5-8,
2112003,https://baseball.yahoo.co.jp/npb/player/2112003/top,明瀬 諒介,ミョウセ リョウスケ,北海道日本ハムファイターズ,65,内野手,大阪,2005年8月25日,183cm,87kg,AB,右投げ右打ち,2023年,4位,鹿児島城西高－日本ハム,鹿児島城西高,日本ハム,2005-8-25,
1100095,https://baseball.yahoo.co.jp/npb/player/1100095/top,松本 剛,マツモト ゴウ,北海道日本ハムファイターズ,7,外野手,埼玉,1993年8月11日,180cm,81kg,AB,右投げ右打ち,2011年,2位,帝京高（甲）－日本ハム,帝京高,日本ハム,1993-8-11,（首）22（ベ）22
1400119,https://baseball.yahoo.co.jp/npb/player/1400119/top,淺間 大基,アサマ ダイキ,北海道日本ハムファイターズ,8,外野手,東京,1996年6月21日,183cm,88kg,B,右投げ左打ち,2014年,3位,横浜高（甲）－日本ハム,横浜高,日本ハム,1996-6-21,
1950193,https://baseball.yahoo.co.jp/npb/player/1950193/top,宮崎 一樹,ミヤザキ カズキ,北海道日本ハムファイターズ,36,外野手,東京,2001年8月30日,184cm,84kg,O,右投げ右打ち,2023年,3位,山梨学院高（甲）－山梨学院大－日本ハム,山梨学院高,日本ハム,2001-8-30,
2000080,https://baseball.yahoo.co.jp/npb/player/2000080/top,五十幡 亮汰,イソバタ リョウタ,北海道日本ハムファイターズ,50,外野手,埼玉,1998年11月27日,171cm,65kg,B,右投げ左打ち,2020年,2位,佐野日大高－中央大－日本ハム,佐野日大高,日本ハム,1998-11-27,
1800110,https://baseball.yahoo.co.jp/npb/player/1800110/top,水谷 瞬,ミズタニ シュン,北海道日本ハムファイターズ,53,外野手,愛知,2001年3月9日,193cm,99kg,A,右投げ右打ち,2018年,5位,石見智翠館高－ソフトバンク－日本ハム,石見智翠館高,日本ハム,2001-3-9,
2000084,https://baseball.yahoo.co.jp/npb/player/2000084/top,今川 優馬,イマガワ ユウマ,北海道日本ハムファイターズ,61,外野手,北海道,1997年1月25日,177cm,86kg,A,右投げ右打ち,2020年,6位,東海大四高（甲）－東海大北海道キャンパス－JFE東日本－日本ハム,東海大四高,日本ハム,1997-1-25,
1800093,https://baseball.yahoo.co.jp/npb/player/1800093/top,万波 中正,マンナミ チュウセイ,北海道日本ハムファイターズ,66,外野手,東京,2000年4月7日,192cm,99kg,A,右投げ右打ち,2018年,4位,横浜高（甲）－日本ハム,横浜高,日本ハム,2000-4-7,（ベ）23（ゴ）23、24
2112153,https://baseball.yahoo.co.jp/npb/player/2112153/top,星野 ひので,ホシノ ヒノデ,北海道日本ハムファイターズ,68,外野手,群馬,2005年4月18日,182cm,84kg,不明,右投げ右打ち,2023年,5位,前橋工高－日本ハム,前橋工高,日本ハム,2005-4-18,
