選手番号,個人情報url,選手名,選手名読み,所属球団,背番号,ポジション,出身地,生年月日,身長,体重,血液型,投打,ドラフト年,ドラフト順位,経歴,出身高校,出身大学,所属チーム,birthday,主な獲得タイトル
2103705,https://baseball.yahoo.co.jp/npb/player/2103705/top,菊地 大稀,菊地 大稀,北海道日本ハムファイターズ,55,投手,新潟,1999年6月2日,186cm,97kg,O,右投左打,2021年,（育）6位,佐渡高－桐蔭横浜大－巨人－日本ハム,佐渡高,桐蔭横浜大,日本ハム,1999-6-2,
2111202,https://baseball.yahoo.co.jp/npb/player/2111202/top,清水 大暉,清水 大暉,北海道日本ハムファイターズ,62,投手,群馬,2006年7月17日,195cm,105kg,O,右投右打,2024年,4位,前橋商高（甲）－日本ハム,前橋商高,,日本ハム,2006-7-17,
2117678,https://baseball.yahoo.co.jp/npb/player/2117678/top,山城 航太郎,山城 航太郎,北海道日本ハムファイターズ,63,投手,福岡,2002年9月3日,183cm,91kg,A,右投右打,2024年,6位,福岡大大濠高－法政大－日本ハム,福岡大大濠高,法政大,日本ハム,2002-9-3,
1700106,https://baseball.yahoo.co.jp/npb/player/1700106/top,山本 拓実,山本 拓実,北海道日本ハムファイターズ,67,投手,兵庫,2000年1月31日,167cm,84kg,A,右投右打,2017年,6位,市西宮高－中日－日本ハム,市西宮高,,日本ハム,2000-1-31,
1400117,https://baseball.yahoo.co.jp/npb/player/1400117/top,有原 航平,有原 航平,北海道日本ハムファイターズ,74,投手,広島,1992年8月11日,190cm,100kg,AB,右投右打,2014年,1位,広陵高（甲）－早稲田大－日本ハム－レンジャーズ－3Aラウンドロック－ソフトバンク－日本ハム,広陵高,早稲田大,日本ハム,1992-8-11,（勝）19、24、25（新）15（ベ）24
2106890,https://baseball.yahoo.co.jp/npb/player/2106890/top,孫 易磊,孫 易磊,北海道日本ハムファイターズ,96,投手,台湾,2005年2月10日,183cm,96kg,不明,右投左打,--,--,中国文化大－日本ハム,中国文化大,,日本ハム,2005-2-10,
2112195,https://baseball.yahoo.co.jp/npb/player/2112195/top,加藤 大和,加藤 大和,北海道日本ハムファイターズ,113,投手,愛知,2006年1月12日,190cm,90kg,A,左投左打,2023年,（育）3位,帝京大可児高－日本ハム,帝京大可児高,,日本ハム,2006-1-12,
2000085,https://baseball.yahoo.co.jp/npb/player/2000085/top,松本 遼大,松本 遼大,北海道日本ハムファイターズ,114,投手,岩手,2002年5月17日,188cm,100kg,A,右投右打,2020年,（育）1位,花巻東高－日本ハム,花巻東高,,日本ハム,2002-5-17,
1800125,https://baseball.yahoo.co.jp/npb/player/1800125/top,清宮 虎多朗,清宮 虎多朗,北海道日本ハムファイターズ,115,投手,千葉,2000年5月26日,190cm,104kg,A,右投左打,2018年,（育）1位,八千代松陰高－楽天－日本ハム,八千代松陰高,,日本ハム,2000-5-26,
1900063,https://baseball.yahoo.co.jp/npb/player/1900063/top,松岡 洸希,松岡 洸希,北海道日本ハムファイターズ,116,投手,埼玉,2000年8月31日,180cm,85kg,A,右投右打,2019年,3位,桶川西高－BCリーグ・埼玉－西武－日本ハム,桶川西高,,日本ハム,2000-8-31,
2107958,https://baseball.yahoo.co.jp/npb/player/2107958/top,宮内 春輝,宮内 春輝,北海道日本ハムファイターズ,117,投手,千葉,1996年5月25日,176cm,80kg,AB,右投右打,2022年,6位,多古高－明星大－日本製紙石巻－日本ハム,多古高,明星大,日本ハム,1996-5-25,
2114254,https://baseball.yahoo.co.jp/npb/player/2114254/top,川勝 空人,川勝 空人,北海道日本ハムファイターズ,121,投手,大阪,2007年2月11日,180cm,97kg,A,右投右打,2024年,（育）1位,生光学園高－日本ハム,生光学園高,,日本ハム,2007-2-11,
2117688,https://baseball.yahoo.co.jp/npb/player/2117688/top,澁谷 純希,澁谷 純希,北海道日本ハムファイターズ,122,投手,北海道,2006年11月25日,182cm,93kg,A,左投左打,2024年,（育）2位,帯広農高－日本ハム,帯広農高,,日本ハム,2006-11-25,
2103639,https://baseball.yahoo.co.jp/npb/player/2103639/top,横山 永遠,横山 永遠,北海道日本ハムファイターズ,124,投手,長野,2003年4月16日,178cm,80kg,不明,右投左打,2025年,（育）2位,八戸学院光星高－青森中央学院大－日本ハム,八戸学院光星高,青森中央学院大,日本ハム,2003-4-16,
1800096,https://baseball.yahoo.co.jp/npb/player/1800096/top,福田 俊,福田 俊,北海道日本ハムファイターズ,140,投手,北海道,1996年12月14日,171cm,74kg,A,左投左打,2018年,7位,横浜創学館高－星槎道都大－日本ハム,横浜創学館高,星槎道都大,日本ハム,1996-12-14,
2107882,https://baseball.yahoo.co.jp/npb/player/2107882/top,安西 叶翔,安西 叶翔,北海道日本ハムファイターズ,154,投手,京都,2004年11月13日,186cm,101kg,A,右投右打,2022年,4位,常葉大菊川高－日本ハム,常葉大菊川高,,日本ハム,2004-11-13,
2000083,https://baseball.yahoo.co.jp/npb/player/2000083/top,根本 悠楓,根本 悠楓,北海道日本ハムファイターズ,159,投手,北海道,2003年3月31日,173cm,80kg,O,左投左打,2020年,5位,苫小牧中央高－日本ハム,苫小牧中央高,,日本ハム,2003-3-31,
1800008,https://baseball.yahoo.co.jp/npb/player/1800008/top,マルティネス,マルティネス,北海道日本ハムファイターズ,2,捕手,キューバ,1996年5月28日,190cm,112kg,不明,右投右打,--,--,コマンダンテ・マヌエル・ピティ・ファハルド体育大－キューバ・マタンサス－中日－日本ハム,コマンダンテ・マヌエル・ピティ・ファハルド体育大,,日本ハム,1996-5-28,
1900040,https://baseball.yahoo.co.jp/npb/player/1900040/top,郡司 裕也,郡司 裕也,北海道日本ハムファイターズ,3,捕手,千葉,1997年12月27日,180cm,90kg,A,右投右打,2019年,4位,仙台育英高（甲）－慶応大－中日－日本ハム,仙台育英高,慶応大,日本ハム,1997-12-27,
1400118,https://baseball.yahoo.co.jp/npb/player/1400118/top,清水 優心,清水 優心,北海道日本ハムファイターズ,10,捕手,山口,1996年5月22日,185cm,91kg,A,右投右打,2014年,2位,九州国際大付高（甲）－日本ハム,九州国際大付高,,日本ハム,1996-5-22,
1950486,https://baseball.yahoo.co.jp/npb/player/1950486/top,進藤 勇也,進藤 勇也,北海道日本ハムファイターズ,33,捕手,福岡,2002年3月10日,182cm,95kg,A,右投右打,2023年,2位,筑陽学園高（甲）－上武大－日本ハム,筑陽学園高,上武大,日本ハム,2002-3-10,
2108926,https://baseball.yahoo.co.jp/npb/player/2108926/top,リン,リン,北海道日本ハムファイターズ,38,捕手,台湾,1997年6月26日,185cm,95kg,不明,右投右打,--,--,アリゾナ州立大－米独立・ハイポイント－日本ハム,アリゾナ州立大,,日本ハム,1997-6-26,
2116528,https://baseball.yahoo.co.jp/npb/player/2116528/top,藤森 海斗,藤森 海斗,北海道日本ハムファイターズ,57,捕手,北海道,2007年6月27日,182cm,73kg,不明,右投左打,2025年,5位,明徳義塾高（甲）－日本ハム,明徳義塾高,,日本ハム,2007-6-27,
2107900,https://baseball.yahoo.co.jp/npb/player/2107900/top,吉田 賢吾,吉田 賢吾,北海道日本ハムファイターズ,60,捕手,神奈川,2001年1月18日,181cm,94kg,B,右投右打,2022年,6位,横浜商大高－桐蔭横浜大－ソフトバンク－日本ハム,横浜商大高,桐蔭横浜大,日本ハム,2001-1-18,
1800095,https://baseball.yahoo.co.jp/npb/player/1800095/top,田宮 裕涼,田宮 裕涼,北海道日本ハムファイターズ,64,捕手,千葉,2000年6月13日,175cm,84kg,A,右投左打,2018年,6位,成田高－日本ハム,成田高,,日本ハム,2000-6-13,
1900075,https://baseball.yahoo.co.jp/npb/player/1900075/top,梅林 優貴,梅林 優貴,北海道日本ハムファイターズ,98,捕手,広島,1998年3月14日,171cm,85kg,A,右投右打,2019年,6位,高陽東高－広島文化学園大－日本ハム,高陽東高,広島文化学園大,日本ハム,1998-3-14,
1251037,https://baseball.yahoo.co.jp/npb/player/1251037/top,上川畑 大悟,上川畑 大悟,北海道日本ハムファイターズ,4,内野手,岡山,1997年1月12日,167cm,73kg,A,右投左打,2021年,9位,倉敷商高（甲）－日本大－NTT東日本－日本ハム,倉敷商高,日本大,日本ハム,1997-1-12,
1800091,https://baseball.yahoo.co.jp/npb/player/1800091/top,野村 佑希,野村 佑希,北海道日本ハムファイターズ,5,内野手,アメリカ,2000年6月26日,187cm,95kg,O,右投右打,2018年,2位,花咲徳栄高（甲）－日本ハム,花咲徳栄高,,日本ハム,2000-6-26,
2108090,https://baseball.yahoo.co.jp/npb/player/2108090/top,カストロ,カストロ,北海道日本ハムファイターズ,6,内野手,ドミニカ共和国,1999年3月21日,183cm,92kg,不明,右投右打,--,--,ビタリナ・モルダン・デ・クルス校－パイレーツ－フィリーズ－3Aバファロー－日本ハム,ビタリナ・モルダン・デ・クルス校,,日本ハム,1999-3-21,
900069,https://baseball.yahoo.co.jp/npb/player/900069/top,中島 卓也,中島 卓也,北海道日本ハムファイターズ,9,内野手,福岡,1991年1月11日,178cm,77kg,A,右投左打,2008年,5位,福岡・福岡工高－日本ハム,福岡・福岡工高,,日本ハム,1991-1-11,（盗）15（ベ）15
1700025,https://baseball.yahoo.co.jp/npb/player/1700025/top,清宮 幸太郎,清宮 幸太郎,北海道日本ハムファイターズ,21,内野手,東京,1999年5月25日,184cm,95kg,O,右投左打,2017年,1位,早稲田実高（甲）－日本ハム,早稲田実高,,日本ハム,1999-5-25,
2103603,https://baseball.yahoo.co.jp/npb/player/2103603/top,有薗 直輝,有薗 直輝,北海道日本ハムファイターズ,39,内野手,千葉,2003年5月21日,185cm,104kg,O,右投右打,2021年,2位,千葉学芸高－日本ハム,千葉学芸高,,日本ハム,2003-5-21,
1851204,https://baseball.yahoo.co.jp/npb/player/1851204/top,水野 達稀,水野 達稀,北海道日本ハムファイターズ,43,内野手,香川,2000年7月30日,171cm,80kg,B,右投左打,2021年,3位,丸亀城西高（甲）－JR四国－日本ハム,丸亀城西高,,日本ハム,2000-7-30,
2103615,https://baseball.yahoo.co.jp/npb/player/2103615/top,阪口 樂,阪口 樂,北海道日本ハムファイターズ,44,内野手,京都,2003年6月24日,187cm,99kg,B,右投左打,2021年,4位,岐阜第一高－日本ハム,岐阜第一高,,日本ハム,2003-6-24,
2050143,https://baseball.yahoo.co.jp/npb/player/2050143/top,大塚 瑠晏,大塚 瑠晏,北海道日本ハムファイターズ,49,内野手,栃木,2003年10月26日,169cm,69kg,不明,右投左打,2025年,3位,東海大相模高（甲）－東海大－日本ハム,東海大相模高,東海大,日本ハム,2003-10-26,
2121488,https://baseball.yahoo.co.jp/npb/player/2121488/top,半田 南十,半田 南十,北海道日本ハムファイターズ,51,内野手,神奈川,2007年5月10日,176cm,73kg,不明,右投左打,2025年,4位,日大藤沢高－日本ハム,日大藤沢高,,日本ハム,2007-5-10,
2114529,https://baseball.yahoo.co.jp/npb/player/2114529/top,山縣 秀,山縣 秀,北海道日本ハムファイターズ,54,内野手,東京,2002年5月1日,176cm,82kg,B,右投右打,2024年,5位,早大学院高－早稲田大－日本ハム,早大学院高,早稲田大,日本ハム,2002-5-1,
2000082,https://baseball.yahoo.co.jp/npb/player/2000082/top,細川 凌平,細川 凌平,北海道日本ハムファイターズ,56,内野手,京都,2002年4月25日,174cm,81kg,A,右投左打,2020年,4位,智弁和歌山高（甲）－日本ハム,智弁和歌山高,,日本ハム,2002-4-25,
1850932,https://baseball.yahoo.co.jp/npb/player/1850932/top,奈良間 大己,奈良間 大己,北海道日本ハムファイターズ,58,内野手,静岡,2000年5月8日,172cm,75kg,A,右投右打,2022年,5位,常葉大菊川高（甲）－立正大－日本ハム,常葉大菊川高,立正大,日本ハム,2000-5-8,
2112003,https://baseball.yahoo.co.jp/npb/player/2112003/top,明瀬 諒介,明瀬 諒介,北海道日本ハムファイターズ,65,内野手,大阪,2005年8月25日,184cm,96kg,AB,右投右打,2023年,4位,鹿児島城西高－日本ハム,鹿児島城西高,,日本ハム,2005-8-25,
1000100,https://baseball.yahoo.co.jp/npb/player/1000100/top,西川 遥輝,西川 遥輝,北海道日本ハムファイターズ,7,外野手,和歌山,1992年4月16日,181cm,82kg,A,右投左打,2010年,2位,智弁和歌山高（甲）－日本ハム－楽天－ヤクルト－日本ハム,智弁和歌山高,,日本ハム,1992-4-16,（盗）14、17、18、21（ベ）16、17（ゴ）17～20
1400119,https://baseball.yahoo.co.jp/npb/player/1400119/top,淺間 大基,淺間 大基,北海道日本ハムファイターズ,8,外野手,東京,1996年6月21日,183cm,84kg,B,右投左打,2014年,3位,横浜高（甲）－日本ハム,横浜高,,日本ハム,1996-6-21,
1950193,https://baseball.yahoo.co.jp/npb/player/1950193/top,宮崎 一樹,宮崎 一樹,北海道日本ハムファイターズ,36,外野手,東京,2001年8月30日,184cm,91kg,O,右投右打,2023年,3位,山梨学院高（甲）－山梨学院大－日本ハム,山梨学院高,山梨学院大,日本ハム,2001-8-30,
2101983,https://baseball.yahoo.co.jp/npb/player/2101983/top,エドポロ ケイン,エドポロ ケイン,北海道日本ハムファイターズ,42,外野手,大阪,2003年7月2日,190cm,102kg,不明,右投右打,2025年,2位,日本航空高（甲）－大阪学院大－日本ハム,日本航空高,大阪学院大,日本ハム,2003-7-2,
2000080,https://baseball.yahoo.co.jp/npb/player/2000080/top,五十幡 亮汰,五十幡 亮汰,北海道日本ハムファイターズ,50,外野手,埼玉,1998年11月27日,171cm,67kg,B,右投左打,2020年,2位,佐野日大高－中央大－日本ハム,佐野日大高,中央大,日本ハム,1998-11-27,
1800110,https://baseball.yahoo.co.jp/npb/player/1800110/top,水谷 瞬,水谷 瞬,北海道日本ハムファイターズ,53,外野手,愛知,2001年3月9日,193cm,100kg,A,右投右打,2018年,5位,石見智翠館高－ソフトバンク－日本ハム,石見智翠館高,,日本ハム,2001-3-9,
2000084,https://baseball.yahoo.co.jp/npb/player/2000084/top,今川 優馬,今川 優馬,北海道日本ハムファイターズ,61,外野手,北海道,1997年1月25日,177cm,93kg,A,右投右打,2020年,6位,東海大四高（甲）－東海大北海道キャンパス－JFE東日本－日本ハム,東海大四高,,日本ハム,1997-1-25,
1800093,https://baseball.yahoo.co.jp/npb/player/1800093/top,万波 中正,万波 中正,北海道日本ハムファイターズ,66,外野手,東京,2000年4月7日,192cm,102kg,A,右投右打,2018年,4位,横浜高（甲）－日本ハム,横浜高,,日本ハム,2000-4-7,（ベ）23（ゴ）23、24
1860140,https://baseball.yahoo.co.jp/npb/player/1860140/top,レイエス,レイエス,北海道日本ハムファイターズ,99,外野手,ドミニカ共和国,1995年7月7日,196cm,139kg,不明,右投右打,--,--,リセオ・アリーロ・パウリーノ高－パドレス－インディアンス－ガーディアンズ－カブス－ロイヤルズ－3Aロチェスター－日本ハム,リセオ・アリーロ・パウリーノ高,,日本ハム,1995-7-7,（本）25（点）25（ベ）24、25
2106284,https://baseball.yahoo.co.jp/npb/player/2106284/top,矢澤 宏太,矢澤 宏太,北海道日本ハムファイターズ,12,投手,東京,2000年8月2日,173cm,72kg,A,左投左打,2022年,1位,藤嶺藤沢高－日本体育大－日本ハム,藤嶺藤沢高,日本体育大,日本ハム,2000-8-2,
2104184,https://baseball.yahoo.co.jp/npb/player/2104184/top,濵田 泰希,濵田 泰希,北海道日本ハムファイターズ,111,内野手,兵庫,2005年11月28日,189cm,90kg,O,右投右打,2023年,（育）1位,京都国際高－日本ハム,京都国際高,,日本ハム,2005-11-28,
2119070,https://baseball.yahoo.co.jp/npb/player/2119070/top,常谷 拓輝,常谷 拓輝,北海道日本ハムファイターズ,123,内野手,北海道,2004年1月18日,180cm,85kg,不明,右投右打,2025年,（育）1位,札幌静修高－北海学園大－日本ハム,札幌静修高,北海学園大,日本ハム,2004-1-18,
2107588,https://baseball.yahoo.co.jp/npb/player/2107588/top,藤田 大清,藤田 大清,北海道日本ハムファイターズ,125,外野手,長野,2004年8月23日,187cm,87kg,AB,右投左打,2022年,（育）1位,花咲徳栄高－日本ハム,花咲徳栄高,,日本ハム,2004-8-23,
2107959,https://baseball.yahoo.co.jp/npb/player/2107959/top,山口 アタル,山口 アタル,北海道日本ハムファイターズ,127,外野手,カナダ,1999年5月28日,179cm,95kg,不明,右投右打,2022年,（育）3位,ブリタニア高－コルビーコミュニティカレッジ－テキサス大タイラー校（中退）－日本ハム,ブリタニア高,,日本ハム,1999-5-28,
